ID(original),ID,Question,Answers
AnimalGiveMeVirus,8,Can my cat spread the virus?,"Hmm...that seems unlikely at this point. However, the World Health Organisation (WHO) recently announced that housepets, including canines, are not susceptible to SARS-CoV-2 and thus any quarantined animals can be released. To be clear, WHO let the it out."
AnimalGiveMeVirus,8,Can my cat pass on the virus?,"Hmm...that seems unlikely at this point. However, the World Health Organisation (WHO) recently announced that housepets, including canines, are not susceptible to SARS-CoV-2 and thus any quarantined animals can be released. To be clear, WHO let the it out."
AnimalGiveMeVirus,8,Can my cat transmit the virus?,"Hmm...that seems unlikely at this point. However, the World Health Organisation (WHO) recently announced that housepets, including canines, are not susceptible to SARS-CoV-2 and thus any quarantined animals can be released. To be clear, WHO let the it out."
AnimalGiveMeVirus,8,Can cats transmit SARS-CoV-2,"Hmm...that seems unlikely at this point. However, the World Health Organisation (WHO) recently announced that housepets, including canines, are not susceptible to SARS-CoV-2 and thus any quarantined animals can be released. To be clear, WHO let the it out."
Anosmia,9,How long should someone with anosmia stay in quarantine?,"Although anosmia or smell and taste disorder was reported in patients with COVID-19 in Italy, it is uncertain if anosmia is a distingusing feature of COVID-19. Following stay at home recommendations, as well as social distance and proper guidelines like wearing masks is recommended."
AntibacterialSoap,10,Should I be using an antibacterial soap?,Viruses are protected by a lipid and protein membrane. Soap is a surfactant specifically intended to dissolve lipids. How soap protects against viruses is inherent to all soaps. There is no evidence that shows that antibacterial soap is better at killing viruses than plan soap.
AntibacterialSoap,10,What kind of soap should I use?,Viruses are protected by a lipid and protein membrane. Soap is a surfactant specifically intended to dissolve lipids. How soap protects against viruses is inherent to all soaps. There is no evidence that shows that antibacterial soap is better at killing viruses than plan soap.
Asthma,11,I have asthma. Should I self isolate?,"The World Health Organization doesn't seem to be telling people with no signs of the virus, but with asthma, to self isolate at the moment. But it does say that people with asthma are more vulnerable to developing a serious case of COVID-19 if you do get it. It says to make sure your hand hygiene is top notch to try to avoid catching the virus."
Asthma,11,I've got asthma. Should I be more concerned than most?,"The World Health Organization doesn't seem to be telling people with no signs of the virus, but with asthma, to self isolate at the moment. But it does say that people with asthma are more vulnerable to developing a serious case of COVID-19 if you do get it. It says to make sure your hand hygiene is top notch to try to avoid catching the virus."
Asthma,11,"As someone who has asthma, what should I be doing?","The World Health Organization doesn't seem to be telling people with no signs of the virus, but with asthma, to self isolate at the moment. But it does say that people with asthma are more vulnerable to developing a serious case of COVID-19 if you do get it. It says to make sure your hand hygiene is top notch to try to avoid catching the virus."
Asthma,11,I've got asthma. Should I be worried.,"The World Health Organization doesn't seem to be telling people with no signs of the virus, but with asthma, to self isolate at the moment. But it does say that people with asthma are more vulnerable to developing a serious case of COVID-19 if you do get it. It says to make sure your hand hygiene is top notch to try to avoid catching the virus."
Asthma,11,Am I at higher risk if I have asthma?,"The World Health Organization doesn't seem to be telling people with no signs of the virus, but with asthma, to self isolate at the moment. But it does say that people with asthma are more vulnerable to developing a serious case of COVID-19 if you do get it. It says to make sure your hand hygiene is top notch to try to avoid catching the virus."
AttendChoir,12,Shall I attend choir tonight?,"I hear you loud and clear. It's hard to decide whether or not to participate in your usual activities right now. To help you decide, you probably want to think about who will be there. Will there be anyone who is elderly or is struggling with health conditions or compromised their immune systems? If so, you may wish to stay home to help protect them. In any case, having a discussion with your choir group will help."
AttendChoir,12,Should I go to choir today?,"I hear you loud and clear. It's hard to decide whether or not to participate in your usual activities right now. To help you decide, you probably want to think about who will be there. Will there be anyone who is elderly or is struggling with health conditions or compromised their immune systems? If so, you may wish to stay home to help protect them. In any case, having a discussion with your choir group will help."
AttendChoir,12,Should I go to choir tonight?,"I hear you loud and clear. It's hard to decide whether or not to participate in your usual activities right now. To help you decide, you probably want to think about who will be there. Will there be anyone who is elderly or is struggling with health conditions or compromised their immune systems? If so, you may wish to stay home to help protect them. In any case, having a discussion with your choir group will help."
